NPI,Specialty,state_id,gender
1952594616,Family Practice,43,F
1275512360,Family Practice,46,F
1659399269,Family Practice,28,F
1639194681,General Surgery,5,M
1760829444,Dentist,22,F
1700846805,General Practice,9,M
1548293442,Pulmonary Disease,9,M
1386895522,Physician Assistant,37,F
1326001652,Family Practice,4,M
1013003938,Psychiatry,2,M
1093860017,Obstetrics/Gynecology,4,F
1245399971,Nurse Practitioner,5,F
1205157435,Dentist,21,M
1568498913,Nurse Practitioner,23,F
1891037081,Student in an Organized Health Care Education/Training Program,4,F
1952473290,Internal Medicine,14,M
1386776797,Cardiology,30,M
1871668335,Nurse Practitioner,6,F
1154382802,Urology,4,M
1700854395,Urology,22,M
1073613246,Interventional Pain Management,32,F
1013020569,Podiatry,48,F
1881922193,Dentist,25,M
1326050493,Rheumatology,6,M
1164701389,Student in an Organized Health Care Education/Training Program,35,M
1841424959,Emergency Medicine,17,F
1437187101,Emergency Medicine,32,M
1215085329,Dentist,32,M
1578540183,Family Practice,43,M
1376767236,Dentist,32,F
1023102803,Emergency Medicine,22,F
1144403114,Physician Assistant,44,F
1508894841,Family Practice,47,F
1720066483,Internal Medicine,46,M
1538437611,Nurse Practitioner,47,F
1992704480,Orthopedic Surgery,32,M
1316147218,Dentist,43,M
1992751820,General Surgery,23,M
1497769715,Radiation Oncology,10,M
1740356310,Plastic Surgery,13,M
1053340869,Internal Medicine,18,M
1841566684,Physician Assistant,2,F
1417284100,Dentist,10,M
1639207921,Nurse Practitioner,9,F
1336360965,Anesthesiology,32,M
1265629992,Geriatric Medicine,32,M
1043519531,Gastroenterology,32,M
1407875222,Internal Medicine,42,M
1548682511,Nurse Practitioner,38,F
1841244209,Internal Medicine,49,F
1861495871,Family Practice,46,M
1942217799,Dentist,46,F
1538285309,Dentist,14,M
1003043928,Emergency Medicine,38,F
1235373135,Family Practice,47,M
1922122480,Dentist,14,M
1841226776,Anesthesiology,13,M
1063710549,Physician Assistant,9,F
1366499246,Allergy/Immunology,10,M
1306848973,Nurse Practitioner,9,M
1639159247,Internal Medicine,22,M
1245234715,Ophthalmology,46,M
1578534384,Urology,22,M
1215191408,Family Practice,13,F
1891087110,Nurse Practitioner,37,F
1780684076,Neurology,43,M
1649273319,Otolaryngology,13,M
1780624965,Family Practice,35,M
1275720542,Internal Medicine,32,M
1760482897,Hand Surgery,3,M
1689874869,Dentist,38,F
1891000253,Nurse Practitioner,9,F
1861454860,Emergency Medicine,36,M
1063570182,Internal Medicine,20,M
1902862345,Neurology,30,M
1114914421,Rheumatology,32,F
1730142555,Nurse Practitioner,14,F
1518049840,Optometry,9,M
1275566416,Emergency Medicine,26,M
1356654289,Nurse Practitioner,38,F
1437137478,Cardiology,13,M
1316048424,Internal Medicine,33,M
1912097551,Hematology,46,M
1710026950,Psychiatry,36,F
1467449595,Internal Medicine,32,M
1790855955,Dermatology,5,M
1942377833,Physical Medicine and Rehabilitation,5,M
1083899645,Pediatric Medicine,30,M
1336350040,Rheumatology,43,F
1235284084,Internal Medicine,33,F
1225066400,Nurse Practitioner,25,F
1083844526,Nurse Practitioner,24,F
1750693644,Physician Assistant,35,M
1407103492,Internal Medicine,49,M
1487670592,Physical Medicine and Rehabilitation,35,F
1407134109,Dentist,24,F
1346284478,Nurse Practitioner,29,F
1205098902,Family Practice,3,F
1639176803,Otolaryngology,6,M
1801868823,Podiatry,32,M
1598937070,Podiatry,38,M
1639142078,Otolaryngology,32,M
1467453555,Internal Medicine,20,M
1265532782,Physician Assistant,22,F
1598032377,Pharmacist,30,M
1053330852,Dentist,10,M
1609850700,Cardiology,5,M
1104806561,Cardiac Electrophysiology,32,M
1144256983,Physician Assistant,5,F
1649262593,Dermatology,47,M
1952306979,Rheumatology,49,F
1740285170,Orthopedic Surgery,37,M
1548427651,Obstetrics/Gynecology,33,M
1417918517,Ophthalmology,35,M
1134537962,Nurse Practitioner,23,F
1164710307,Student in an Organized Health Care Education/Training Program,35,M
1386783033,Family Practice,5,F
1083674998,Nurse Practitioner,32,F
1639109739,Pain Management,24,M
1639110455,Pain Management,3,F
1265861892,Physician Assistant,44,M
1861437873,Dentist,37,M
1225340359,Internal Medicine,13,M
1447242656,Gastroenterology,13,M
1316104532,Internal Medicine,46,F
1932209517,Nurse Practitioner,29,F
1477742682,Dentist,10,M
1437136025,Psychiatry,37,M
1871796581,Registered Nurse,5,F
1942208954,Obstetrics/Gynecology,42,F
1497989610,Podiatry,14,F
1902882269,Nurse Practitioner,36,F
1316986441,Dentist,35,M
1326071838,Nurse Practitioner,43,M
1316922511,Gastroenterology,9,M
1730128091,Family Practice,3,M
1437200342,Dentist,33,M
1538147376,Family Practice,33,M
1811087141,Dentist,48,M
1336141142,General Surgery,49,M
1316160476,Neuropsychiatry,3,F
1093742942,Emergency Medicine,32,M
1477540110,Psychiatry,9,M
1750689097,Nurse Practitioner,16,F
1003173154,Student in an Organized Health Care Education/Training Program,1,M
1457510844,Orthopedic Surgery,30,M
1396900379,Ophthalmology,22,M
1790194850,Physician Assistant,9,M
1871545178,Psychiatry,47,M
1831166040,Physical Medicine and Rehabilitation,35,M
1417940784,Nurse Practitioner,42,F
1528245578,Physician Assistant,5,F
1417299363,General Surgery,35,M
1275741225,Psychiatry & Neurology,5,M
1902908296,Psychiatry,9,M
1235121633,Orthopedic Surgery,32,M
1659509560,Psychiatry,32,M
1356323984,Optometry,43,M
1033160841,Family Practice,18,M
1023346459,Internal Medicine,5,F
1871558783,Colorectal Surgery (formerly proctology),30,M
1245448935,Podiatry,47,M
1386635860,Dermatology,9,M
1831174358,Psychiatry,5,M
1891807194,General Practice,21,M
1023294154,Nurse Practitioner,42,F
1881749208,Nurse Practitioner,5,F
1194168476,Nurse Practitioner,7,F
1982634200,Internal Medicine,43,F
1740285287,General Practice,9,F
1487659553,Optometry,32,F
1831163682,Family Practice,46,F
1679911226,Student in an Organized Health Care Education/Training Program,43,F
1174551113,Pediatric Medicine,43,M
1750316444,Cardiac Surgery,17,M
1942322417,Dentist,38,M
1679727283,Nurse Practitioner,32,F
1760746697,Student in an Organized Health Care Education/Training Program,8,F
1457463838,Dentist,39,M
1487683066,Obstetrics/Gynecology,43,F
1720132640,Emergency Medicine,47,M
1871541821,Physical Medicine and Rehabilitation,46,F
1700821956,Internal Medicine,9,M
1881620003,Family Practice,18,M
1912032988,General Surgery,13,M
1336160167,Dentist,5,M
1417900937,Ophthalmology,49,M
1629153739,Family Practice,32,M
1952639742,Nurse Practitioner,36,F
1023100690,Internal Medicine,32,F
1023229770,Emergency Medicine,18,F
1245295369,Hematology/Oncology,14,M
1851433981,Dentist,25,M
1871521070,Internal Medicine,46,M
1851396444,Cardiology,30,M
1952302424,General Practice,46,M
1336576800,Nurse Practitioner,49,F
1407883150,Neurology,32,M
1659439750,Psychiatry & Neurology,5,F
1124377387,Dentist,43,F
1396710539,Neurology,43,F
1871653345,Family Practice,38,M
1265427116,Emergency Medicine,14,M
1407961485,Family Practice,6,F
1629170048,Nurse Practitioner,5,M
1174881510,Family Practice,5,M
1154582765,Psychiatry,41,F
1063516581,Internal Medicine,10,M
1871563536,Nurse Practitioner,31,F
1982639159,Ophthalmology,5,M
1417098013,Pulmonary Disease,11,M
1356696181,Nurse Practitioner,43,F
1790910958,Nurse Practitioner,38,F
1124108493,Cardiology,42,M
1225010366,Internal Medicine,30,M
1053357871,Physical Medicine and Rehabilitation,43,M
1912908153,Dentist,6,M
1942393723,Registered Nurse,38,F
1164465001,Internal Medicine,35,M
1770597379,Dentist,37,M
1891031019,Physician Assistant,3,F
1154399632,Cardiology,5,M
1831396415,Physician Assistant,5,F
1376751347,Dentist,35,M
1538319876,Nurse Practitioner,1,F
1194913533,Internal Medicine,46,M
1093841058,Psychiatry,32,M
1245510858,Student in an Organized Health Care Education/Training Program,13,F
1093715211,General Surgery,10,M
1316027246,Dentist,5,M
1952349920,Hematology/Oncology,43,M
1083712558,Dermatology,9,M
1881681658,Psychiatry,14,M
1093875163,Psychiatry,18,M
1710964275,Pulmonary Disease,3,F
1376570135,Physician Assistant,27,M
1235100660,Hematology/Oncology,27,F
1699072314,Dentist,5,F
1679796882,Psychiatry,21,M
1245280155,Family Practice,13,M
1568401024,Anesthesiology,7,M
1346399516,Internal Medicine,39,M
1780674929,Physician Assistant,49,F
1902045990,Family Practice,13,F
1245404383,Ophthalmology,35,M
1518131085,Internal Medicine,13,M
1639410764,Nurse Practitioner,36,F
1033173794,Neurology,22,F
1003863697,Neurosurgery,47,M
1831297621,General Surgery,22,M
1447453402,Dermatology,33,F
1619170032,Family Practice,21,F
1972584365,Endocrinology,11,F
1215991989,Emergency Medicine,32,M
1033143169,Nurse Practitioner,17,F
1619049012,Dentist,5,M
1104889815,Internal Medicine,38,F
1295751097,Emergency Medicine,47,F
1770653487,Cardiology,13,M
1659473866,Family Practice,23,F
1841599438,Family Practice,9,F
1043576366,Student in an Organized Health Care Education/Training Program,35,F
1992795090,Orthopedic Surgery,32,M
1558462838,Dentist,32,M
1043322571,Dentist,6,M
1326075524,Internal Medicine,43,M
1881621688,Internal Medicine,22,M
1801916044,Family Practice,5,F
1508809203,Emergency Medicine,22,F
1689898462,Nurse Practitioner,5,F
1750357232,Family Practice,22,M
1417956350,Dentist,43,M
1548497225,Emergency Medicine,47,M
1366482333,Physician Assistant,32,F
1588777502,Internal Medicine,32,F
1962430223,Nurse Practitioner,48,F
1386711430,Dentist,5,M
1164432597,Internal Medicine,28,M
1386632255,Obstetrics/Gynecology,30,M
1679674915,General Surgery,32,M
1033195375,Obstetrics/Gynecology,18,F
1871673830,Family Practice,30,M
1184958415,Physician Assistant,32,F
1104924679,Family Practice,5,M
1740593565,Podiatry,23,F
1104819341,Physician Assistant,39,F
1750637930,Physician Assistant,30,F
1942307723,Pulmonary Disease,34,M
1285635987,Gastroenterology,13,M
1578700902,Physician Assistant,26,F
1700014552,Podiatry,3,M
1316962665,Physician Assistant,9,F
1255643813,Dermatology,25,F
1568689651,Nurse Practitioner,20,F
1497852495,Dentist,4,M
1720303373,Psychiatry & Neurology,30,F
1093928418,Physician Assistant,49,F
1043401813,Internal Medicine,37,F
1720006885,Ophthalmology,23,M
1477852408,Nurse Practitioner,38,F
1144245424,Internal Medicine,9,M
1528154150,Nurse Practitioner,5,F
1962497636,Orthopedic Surgery,5,M
1134358054,General Surgery,33,F
1275716375,Otolaryngology,11,M
1043367329,Family Practice,38,F
1164482162,Family Practice,4,M
1376585810,Family Practice,22,F
1053377143,Ophthalmology,29,M
1053325233,Otolaryngology,13,M
1285891655,Family Practice,35,F
1235443235,Nurse Practitioner,21,F
1184992588,Dentist,43,M
1023252798,Pediatric Medicine,25,F
1053381541,Family Practice,43,M
1699065227,Emergency Medicine,32,M
1750313508,Otolaryngology,5,M
1710197264,Nurse Practitioner,12,F
1073780151,Nurse Practitioner,6,F
1487666178,Physician Assistant,46,F
1740240639,General Practice,43,M
1285692301,Internal Medicine,14,F
1063672319,Dentist,32,F
1447246392,Otolaryngology,9,M
1093818668,Nurse Practitioner,39,F
1134414709,Ophthalmology,36,M
1588603666,Internal Medicine,26,M
1134157985,Family Practice,22,F
1235349606,Dentist,35,M
1407805583,Nurse Practitioner,30,F
1083808406,Critical Care (Intensivists),38,M
1114250966,Nurse Practitioner,13,F
1477737096,Ophthalmology,32,M
1891123543,Physician Assistant,12,M
1487712824,Podiatry,33,M
1164705216,Dentist,43,F
1134216898,Dentist,10,M
1699710483,Internal Medicine,13,M
1740626894,Student in an Organized Health Care Education/Training Program,44,F
1689642258,Pulmonary Disease,10,F
1003959834,Psychiatry & Neurology,21,M
1508118472,Physician Assistant,13,F
1780771402,Psychiatry,5,F
1972800894,Dentist,32,M
1356488902,Dentist,30,M
1932180114,Ophthalmology,38,M
1760496194,Psychiatry,22,F
1417951856,Family Practice,49,F
1639374085,Internal Medicine,9,M
1164679379,Dentist,5,M
1083703151,Dentist,5,M
1851659858,Student in an Organized Health Care Education/Training Program,22,M
1205844669,Psychiatry,40,M
1104841261,Emergency Medicine,9,M
1245446889,Dentist,6,M
1083630305,Neurology,1,M
1669427837,Dentist,10,M
1861476913,Ophthalmology,33,M
1750592895,Obstetrics/Gynecology,35,F
1235242843,Physician Assistant,6,F
1891776894,Family Practice,10,F
1093714982,Neurosurgery,33,M
1750540316,Internal Medicine,5,M
1154655744,Nurse Practitioner,32,F
1669490702,Ophthalmology,22,M
1013995281,Cardiology,49,M
1104886167,Internal Medicine,20,F
1669541983,Internal Medicine,33,M
1124383690,Student in an Organized Health Care Education/Training Program,6,F
1801052261,Urology,21,F
1548318983,Physician Assistant,13,F
1104805126,Internal Medicine,38,M
1568429355,Endocrinology,48,M
1861462996,Nurse Practitioner,22,F
1306927249,Internal Medicine,9,M
1740342088,Dentist,43,M
1912001025,Family Practice,49,F
1396785218,Allergy/Immunology,10,M
1104864073,Neurosurgery,28,M
1073604062,Dentist,27,F
1336247089,Ophthalmology,24,M
1063512986,Family Practice,13,F
1114964616,Physician Assistant,12,F
1871562355,Internal Medicine,43,M
1710399217,Nurse Practitioner,10,F
1982689899,Ophthalmology,9,M
1881856383,Dentist,5,F
1134129125,Internal Medicine,30,M
1619292943,Nurse Practitioner,21,F
1073889101,Nurse Practitioner,35,F
1568411536,Cardiology,13,M
1184668220,Allergy/Immunology,32,M
1154352698,Gastroenterology,30,M
1255612123,Dentist,13,F
1215297270,Internal Medicine,39,M
1245427491,Nurse Practitioner,9,F
1437129798,Internal Medicine,14,M
1629147665,Physician Assistant,33,F
1063410611,Urology,35,M
1083603484,Nurse Practitioner,17,F
1821079328,Obstetrics/Gynecology,20,M
1801159918,Dentist,14,M
1154561702,Orthopedic Surgery,43,M
1104822857,Emergency Medicine,38,M
1295885630,Dermatology,5,M
1457383028,Internal Medicine,44,F
1578527057,Physician Assistant,9,M
1356327563,Internal Medicine,32,M
1578726899,Internal Medicine,22,F
1093803231,Dentist,24,M
1427020924,Dentist,40,M
1003893132,Family Practice,7,M
1912348020,Nurse Practitioner,32,F
1568752756,Student in an Organized Health Care Education/Training Program,32,F
1306148614,Physician Assistant,43,F
1093719338,Cardiology,28,M
1184786246,Internal Medicine,32,M
1366608176,Family Practice,49,F
1689628901,Radiation Oncology,49,M
1649286188,Family Practice,1,M
1689651895,Internal Medicine,35,F
1922270966,Internal Medicine,37,M
1568439958,Physician Assistant,29,F
1811931348,Physician Assistant,21,F
1407969058,Nurse Practitioner,10,F
1164682803,Radiation Oncology,9,M
1902843915,Physician Assistant,9,F
1407889215,Nurse Practitioner,37,F
1336217652,Psychiatry,32,F
1790782506,Otolaryngology,36,M
1306262415,Nurse Practitioner,32,F
1225183189,Plastic and Reconstructive Surgery,32,F
1902919723,Physical Medicine and Rehabilitation,23,M
1225328073,Family Practice,32,F
1811948615,Psychiatry & Neurology,1,M
1578661070,Anesthesiology,38,M
1902112063,Certified Clinical Nurse Specialist,30,F
1417210394,Emergency Medicine,30,F
1972698439,Ophthalmology,33,M
1710119938,Emergency Medicine,20,M
1497194112,Optometry,23,F
1750479507,Gastroenterology,21,F
1831266345,Endocrinology,5,M
1831399799,Dentist,13,M
1134450695,Nurse Practitioner,9,F
1982876512,Family Practice,16,M
1588776983,Neurology,9,M
1417980335,Family Practice,37,F
1538164108,Podiatry,37,F
1013000405,Podiatry,32,M
1659383917,Nurse Practitioner,19,F
1487637666,Family Practice,12,M
1619224896,Nurse Practitioner,47,F
1427052828,Gastroenterology,42,M
1295010916,Physician Assistant,38,F
1356369383,Sports Medicine,20,M
1730437930,Nurse Practitioner,14,F
1407864028,Cardiology,37,M
1710140298,Internal Medicine,48,F
1063645117,Pharmacist,47,M
1073617585,Otolaryngology,9,F
1780763300,Maxillofacial Surgery,32,M
1558484535,Dentist,5,M
1306838552,Plastic and Reconstructive Surgery,18,M
1407867658,Physical Medicine and Rehabilitation,44,M
1184988255,Urology,3,F
1326329269,Nurse Practitioner,13,F
1497781645,Orthopedic Surgery,32,M
1043215809,Urology,3,M
1447285986,Geriatric Medicine,7,M
1679517148,Dermatology,18,F
1710177555,Physical Medicine and Rehabilitation,43,M
1093776452,Internal Medicine,3,M
1023166931,Family Practice,5,F
1427101856,Psychiatry,26,F
1558325365,Pain Management,5,M
1235131392,Oral Surgery (dentists only),2,M
1225384639,Physician Assistant,32,F
1053524413,Family Practice,38,F
1205044104,Physician Assistant,5,F
1245338904,Internal Medicine,33,M
1346681301,Nurse Practitioner,14,F
1598739328,Nurse Practitioner,7,F
1376586461,Family Practice,22,M
1649474040,Geriatric Medicine,46,M
1558307785,Podiatry,38,M
1124377858,General Surgery,38,F
1538137948,General Surgery,38,M
1245238682,Ophthalmology,5,M
1851312441,Dentist,7,M
1811018153,Nurse Practitioner,10,F
1609802552,Cardiac Surgery,5,M
1053345462,Obstetrics/Gynecology,14,F
1114936317,Family Practice,32,F
1356312466,Medical Oncology,4,M
1487681748,Nurse Practitioner,17,F
1265516751,Physician Assistant,14,F
1235217191,Physician Assistant,9,F
1689642316,Dentist,9,M
1861489205,Family Practice,16,M
1154637353,Internal Medicine,27,M
1225237167,Emergency Medicine,43,F
1659358430,Family Practice,43,M
1992789739,Physician Assistant,21,F
1043314164,Internal Medicine,22,M
1578614970,Dentist,22,F
1093797250,Physician Assistant,49,F
1891751673,Anesthesiology,35,M
1467551473,Emergency Medicine,35,M
1184741951,Endocrinology,13,F
1073510426,Family Practice,37,M
1336402619,Psychiatry & Neurology,21,F
1851387476,Orthopedic Surgery,9,M
1740247675,Family Practice,3,M
1427102938,Family Practice,12,F
1144291329,Medical Oncology,38,F
1295814994,Otolaryngology,5,M
1144239732,Obstetrics/Gynecology,13,F
1255538765,Family Practice,48,M
1497949911,Emergency Medicine,13,M
1417950247,Podiatry,35,M
1962403105,Ophthalmology,43,M
1275568107,Obstetrics/Gynecology,14,F
1235428731,Nurse Practitioner,1,F
1740362243,Maxillofacial Surgery,48,M
1225047301,Urology,10,M
1982818720,Cardiology,14,M
1306864913,Family Practice,9,M
1124050554,Physician Assistant,47,M
1124050216,Cardiology,5,M
1558643205,Internal Medicine,9,M
1922076348,Oral Surgery (dentists only),9,M
1982021101,Internal Medicine,47,F
1497880223,Psychiatry,42,M
1598971137,Family Practice,13,M
1225135452,Dentist,32,F
1992774673,Radiation Oncology,48,M
1770503898,Physician Assistant,32,M
1174597108,Ophthalmology,32,M
1336192954,Podiatry,13,M
1457640997,Psychiatry & Neurology,5,F
1447416722,General Surgery,13,F
1982048096,Dentist,47,F
1386729044,Dermatology,5,M
1649324393,Dentist,38,M
1124071451,Nurse Practitioner,40,F
1578536637,Optometry,9,F
1487895405,Nurse Practitioner,11,F
1770623662,Emergency Medicine,48,M
1912346321,Student in an Organized Health Care Education/Training Program,50,M
1467464032,Ophthalmology,22,M
1619937307,Dentist,16,M
1588858294,Obstetrics/Gynecology,5,F
1538366240,Dermatology,37,M
1437199312,Orthopedic Surgery,10,M
1487938320,Physician Assistant,38,F
1225036197,Optometry,35,M
1306922125,Optometry,48,M
1457455644,Dentist,6,F
1861589160,Dentist,5,M
1801891734,Orthopedic Surgery,5,M
1295045193,Dentist,32,F
1841200375,Family Practice,10,F
1619962602,Family Practice,1,M
1972500429,Emergency Medicine,39,M
1558439067,Family Practice,43,M
1588684278,Family Practice,10,M
1760894927,Nurse Practitioner,1,F
1043491335,Emergency Medicine,23,M
1033272729,Internal Medicine,5,F
1386720761,Physician Assistant,47,F
1518299965,Physician Assistant,32,F
1679587927,Dentist,33,M
1306144407,Physician Assistant,43,F
1003016270,Family Practice,7,M
1518953033,Family Practice,14,M
1316991623,Nurse Practitioner,21,F
1194066266,Physician Assistant,32,M
1427050079,Urology,16,M
1649220989,General Surgery,36,M
1811002777,Obstetrics/Gynecology,5,M
1215160791,Internal Medicine,5,M
1366856965,Physician Assistant,47,M
1427036789,Nurse Practitioner,49,F
1437364973,Internal Medicine,17,M
1962720326,Infectious Disease,10,M
1487602512,Podiatry,6,M
1538366612,Dentist,38,M
1821372764,Nurse Practitioner,41,F
1568514172,Obstetrics/Gynecology,38,F
1033246061,Internal Medicine,6,F
1700915139,Dentist,30,M
1750328308,Internal Medicine,20,M
1073551594,Internal Medicine,13,M
1083793699,Physician Assistant,12,M
1396737482,Ophthalmology,14,M
1265492060,Internal Medicine,3,M
1174545230,Dentist,43,M
1881758563,Infectious Disease,36,F
1043422629,Internal Medicine,3,F
1538229521,Internal Medicine,32,F
1841270972,Nurse Practitioner,42,F
1407880602,Family Practice,49,M
1225288202,Dentist,12,M
1841487535,Family Practice,35,F
1427061704,Family Practice,8,M
1649509506,Physician Assistant,26,M
1730490111,Family Practice,13,M
1093752230,Nurse Practitioner,23,F
1710134499,Nurse Practitioner,42,F
1992888226,General Practice,42,M
1023173341,Psychiatry & Neurology,7,F
1053505966,Allergy/Immunology,43,F
1083631543,Internal Medicine,13,F
1538323175,Ophthalmology,38,M
1184789315,Hematology/Oncology,10,M
1023213485,Dentist,32,M
1144456575,Nurse Practitioner,9,F
1033184213,Orthopedic Surgery,23,M
1801820063,Family Practice,40,F
1154396349,Emergency Medicine,7,M
1922092881,Interventional Pain Management,24,M
1245389733,Physical Medicine and Rehabilitation,35,M
1114185550,Dentist,9,F
1972596906,Gastroenterology,14,M
1881601813,Family Practice,31,F
1295959724,Radiation Oncology,44,M
1619940376,Obstetrics/Gynecology,5,M
1164531562,Internal Medicine,38,M
1962560953,Internal Medicine,25,M
1235113812,Obstetrics/Gynecology,13,F
1053314633,Medical Oncology,37,M
1447251962,Nurse Practitioner,38,F
1922376847,Internal Medicine,9,M
1164460887,Rheumatology,22,M
1407074958,Dentist,13,M
1346244241,Physician Assistant,13,M
1215918008,Internal Medicine,3,F
1235222803,Critical Care (Intensivists),30,M
1487765293,Family Practice,17,M
1053512558,Orthopedic Surgery,5,M
1265660856,Physical Medicine and Rehabilitation,25,M
1265498729,Vascular Surgery,5,M
1194790014,Cardiology,32,M
1194900647,Psychiatry,32,M
1548469372,Diagnostic Radiology,3,M
1932303989,Licensed Practical Nurse,38,F
1821158288,Psychiatry,13,F
1508951757,Physician Assistant,22,F
1881980043,Nurse Practitioner,9,F
1518050327,Psychiatry,38,M
1063549194,Ophthalmology,13,M
1003965062,Nurse Practitioner,38,F
1881744985,Podiatry,30,F
1366869125,Nurse Practitioner,1,F
1104123751,Nurse Practitioner,17,F
1639183932,Nurse Practitioner,43,F
1023016748,Oral Surgery (dentists only),10,M
1154642999,Internal Medicine,9,M
1205974219,Physician Assistant,33,F
1104058072,Student in an Organized Health Care Education/Training Program,5,F
1316269756,Nurse Practitioner,5,M
1164771002,Nurse Practitioner,43,F
1700909744,Medical Oncology,43,M
1194044248,Nurse Practitioner,9,F
1063537017,Emergency Medicine,5,F
1558528968,Medical Oncology,5,M
1205910916,Obstetrics/Gynecology,47,F
1497858377,Nurse Practitioner,8,F
1669698510,Cardiology,10,F
1114087731,Internal Medicine,13,M
1497736201,Pediatric Medicine,5,M
1336280833,Dentist,4,M
1780621979,Anesthesiology,27,M
1760495477,Emergency Medicine,36,M
1477615532,Dentist,49,M
1386613024,Family Practice,43,M
1265538508,Optometry,1,F
1861479818,Family Practice,43,M
1366432015,Family Practice,23,F
1134219918,Cardiology,30,M
1922259589,Hematology/Oncology,9,M
1013978626,Osteopathic Manipulative Medicine,38,M
1790788479,Physical Medicine and Rehabilitation,33,F
1124348321,Family Practice,22,F
1558333526,Physical Medicine and Rehabilitation,38,M
1922122001,Dentist,18,M
1851566178,Internal Medicine,21,F
1952321580,Hospice and Palliative Care,25,F
1669470878,Obstetrics/Gynecology,25,M
1396784690,Neurosurgery,46,M
1831171768,Internal Medicine,22,F
1780900753,Family Practice,43,F
1346573912,Urology,32,M
1124131321,Orthopedic Surgery,5,M
1417994682,Interventional Pain Management,38,M
1720158918,Nurse Practitioner,32,F
1669452728,Internal Medicine,38,M
1306133129,Family Practice,25,M
1124100706,Family Practice,32,M
1689711756,Urology,5,M
1518136167,Physician Assistant,32,F
1356421473,General Practice,13,M
1568424737,Emergency Medicine,33,M
1932127156,Oral Surgery (dentists only),5,M
1659347391,General Surgery,36,M
1669457420,Nurse Practitioner,33,F
1194982413,Family Practice,13,F
1629128160,Orthopedic Surgery,5,M
1215160072,Internal Medicine,21,M
1063566594,Dentist,37,M
1730161043,Physician Assistant,3,M
1780660845,Family Practice,21,M
1255611059,Nurse Practitioner,27,F
1750329611,Neurology,25,M
1265466627,Neurology,17,M
1750545778,Pediatric Medicine,43,M
1821039835,Cardiology,5,M
1245369016,Pulmonary Disease,22,F
1184741019,Dentist,26,M
1417166703,Dentist,24,M
1083785950,Optometry,43,M
1477590537,Emergency Medicine,3,M
1790817492,Nurse Practitioner,13,F
1770667388,Internal Medicine,38,M
1871694091,Plastic and Reconstructive Surgery,46,M
1871533950,Emergency Medicine,14,M
1124009691,Cardiology,13,M
1518065374,Internal Medicine,20,M
1306874250,Family Practice,35,M
1073541603,Family Practice,46,M
1548449234,Radiation Oncology,9,M
1700043668,Anesthesiology,30,M
1336189091,Family Practice,42,F
1912332289,Nurse Practitioner,37,M
1093856767,Nurse Practitioner,10,F
1487658035,Otolaryngology,43,M
1760720833,Nurse Practitioner,49,F
1386684298,Internal Medicine,18,M
1457492373,Dentist,38,M
1720166184,Urology,47,M
1720126600,Gastroenterology,33,M
1336460732,Emergency Medicine,14,M
1265405591,Nurse Practitioner,38,F
1639165897,Pulmonary Disease,35,M
1295995512,Emergency Medicine,9,M
1780731265,Nurse Practitioner,47,M
1235221151,Vascular Surgery,48,F
1558300558,Physician Assistant,32,M
1275588964,Dermatology,43,M
1376511485,Family Practice,31,F
1871868166,Student in an Organized Health Care Education/Training Program,18,M
1245223734,Internal Medicine,13,F
1043345416,Podiatry,5,M
1700089885,Obstetrics/Gynecology,40,F
1215938089,Gastroenterology,9,M
1528397908,Nurse Practitioner,21,F
1437445475,Psychiatry & Neurology,9,M
1154496164,Cardiology,43,M
1598773798,Dentist,9,M
1578784435,Internal Medicine,43,F
1417164203,Dentist,32,F
1013064310,Oral Surgery (dentists only),4,M
1639482268,Nurse Practitioner,7,F
1316904451,Maxillofacial Surgery,17,M
1104143171,Dentist,21,F
1073738696,Gastroenterology,40,M
1487727640,Dentist,48,M
1508198094,Nurse Practitioner,35,M
1629175294,Internal Medicine,37,M
1851451728,Urology,22,M
1962577171,Hematology,32,F
1851390173,Ophthalmology,32,F
1396037719,Student in an Organized Health Care Education/Training Program,32,F
1548285844,Ophthalmology,13,M
1306058599,Pain Management,6,F
1912066457,Certified Clinical Nurse Specialist,21,F
1669409983,Psychiatry & Neurology,13,F
1114969813,Physician Assistant,14,F
1497913107,Ophthalmology,38,F
1396881447,Family Practice,30,M
1497726764,Cardiology,30,M
1669555611,Dentist,15,M
1750366126,Plastic and Reconstructive Surgery,9,M
1023149481,Nurse Practitioner,9,F
1942295563,Obstetrics/Gynecology,9,M
1578518221,Nurse Practitioner,13,F
1588667232,General Surgery,3,F
1780689984,General Surgery,14,M
1851488316,Specialist,5,F
1235209107,Emergency Medicine,33,F
1669425385,Nurse Practitioner,16,M
1669560926,Obstetrics/Gynecology,9,M
1386665719,Diagnostic Radiology,35,M
1811908205,Cardiology,32,M
1265720205,Nurse Practitioner,44,F
1548252844,Oral Surgery (dentists only),33,M
1659351948,Dermatology,22,F
1912166844,Nurse Practitioner,31,F
1609063734,Internal Medicine,3,M
1669591491,Internal Medicine,30,F
1518926930,Dentist,32,M
1457417420,Family Practice,22,M
1518154277,Nurse Practitioner,5,F
1619986189,Dentist,49,M
1669747903,Student in an Organized Health Care Education/Training Program,18,M
1710907001,Physician Assistant,43,M
1740482421,Dentist,37,M
1073533543,Psychiatry,3,F
1295744993,Ophthalmology,14,M
1649513615,Student in an Organized Health Care Education/Training Program,20,M
