uniqueID,A / B Otic,condition,rating,date,usefulCount
102672,Acetaminophen / oxycodone,Bipolar Disorde,10,24-Sep-15,6
115019,Acetaminophen / oxycodone,Anxiety,9,14-Oct-15,156
82573,Acetaminophen / oxycodone,Pain,6,1-Mar-17,19
89107,Acetaminophen / oxycodone,Anxiety and Stress,10,20-Jul-17,63
4820,Acetaminophen / oxycodone,Weight Loss,10,24-Feb-15,118
76802,Acetaminophen / oxycodone,Weight Loss,1,15-Mar-16,11
163225,Acetaminophen / pamabrom,Atrial Fibrillation,9,5-Dec-10,31
151105,Acetaminophen / pamabrom,Chronic Pain,10,15-Mar-13,56
112524,Acetaminophen / pamabrom,Insomnia,6,28-Sep-16,23
92509,Acetaminophen / pamabrom,Nausea/Vomiting,10,8-Feb-15,40
104598,Acetaminophen / phenylephrine,Birth Control,8,14-Jun-11,3
58183,Acetaminophen / phenyltoloxamine,Pain,9,29-May-09,20
38581,Acetaminophen / phenyltoloxamine,Birth Control,10,10-Apr-17,8
51168,Acetaminophen / phenyltoloxamine,Chlamydia Infection,1,7-Jan-16,3
189157,Acetaminophen / phenyltoloxamine,Chronic Pain,10,29-Aug-16,26
48196,Acetaminophen / phenyltoloxamine,Urinary Tract Infection,1,5-Jan-16,5
164032,Acetaminophen / propoxyphene,Basal Cell Carcinoma,1,12-Nov-15,17
12455,Acetaminophen / propoxyphene,Birth Control,7,27-Dec-16,8
188836,Acetaminophen / propoxyphene,GERD,10,8-Feb-16,13
224712,Acetaminophen / propoxyphene,Depression,10,10-Apr-17,21
153302,Acetaminophen / propoxyphene,Acne,8,17-Dec-14,59
115379,Acetaminophen / propoxyphene,Anesthesia,10,17-Feb-16,9
26056,Acetaminophen / propoxyphene,Birth Control,1,15-Nov-17,0
78659,Acetaminophen / propoxyphene,Overactive Bladde,10,2-Sep-16,62
156636,Acetaminophen / propoxyphene,"Diabetes, Type 2",9,5-Jan-17,17
18752,Acetaminophen / propoxyphene,ADHD,5,1-Feb-17,6
67240,Acetaminophen / propoxyphene,Barrett's Esophagus,10,26-Jul-17,9
25477,Acetaminophen / propoxyphene,Androgenetic Alopecia,9,8-May-10,56
162899,Acetaminophen / propoxyphene,Benign Prostatic Hyperplasia,8,21-Oct-13,86
201817,Acetaminophen / propoxyphene,Osteoarthritis,4,31-Aug-16,7
102296,Acetaminophen / propoxyphene,Acne,3,16-Jul-16,2
18044,Acetaminophen / propoxyphene,Birth Control,10,9-Feb-12,2
88462,Acetaminophen / propoxyphene,ADHD,5,20-Sep-10,20
135331,Acetaminophen / propoxyphene,Influenza,10,7-May-17,0
126282,Acetaminophen / tramadol,Depression,10,7-Jan-12,32
222155,Acetaminophen / tramadol,Insomnia,9,21-Sep-12,51
103631,Acetaminophen / tramadol,"Hypothyroidism, After Thyroid Removal",8,7-Aug-11,32
66561,Acetaminophen / tramadol,Bipolar Disorde,3,29-Apr-16,21
194876,Acetaminophen / tramadol,Seizures,3,5-Nov-13,3
157182,Acetaminophen / tramadol,Acne,9,18-Jun-14,159
35637,Acetaminophen / tramadol,Opiate Dependence,9,27-May-17,24
132464,Acetaminophen / tramadol,Depression,1,3-Aug-17,6
130128,Acetaminophen / tramadol,Emergency Contraception,10,17-Sep-14,110
133458,Acetaminophen / tramadol,Birth Control,7,8-Mar-10,9
226894,Acetaminophen / tramadol,Birth Control,4,19-Jan-15,18
227090,Acetaminophen / tramadol,Birth Control,9,10-Jun-14,11
104741,Acetaminophen / tramadol,Birth Control,1,5-Sep-10,3
100932,Acetaminophen / tramadol,Obesity,10,29-Jul-13,72
145894,Acetazolamide,Obesity,8,7-Mar-13,69
213276,Acetazolamide,Depression,2,2-Mar-13,14
93254,Acetazolamide,Depression,1,15-Jan-16,32
9772,Acetazolamide,Birth Control,9,7-Jul-15,13
158325,Acetazolamide,Bipolar Disorde,1,14-Sep-09,33
165795,Acetazolamide,Birth Control,2,22-Mar-17,4
49653,Acetazolamide,Birth Control,2,23-Jul-15,2
163349,Acetazolamide,Headache,9,1-Oct-14,7
12696,Acetazolamide,Ankylosing Spondylitis,7,26-May-15,10
61403,Acetazolamide,Postpartum Depression,1,27-Jul-17,1
186391,Acetazolamide,Depression,9,16-May-11,8
194411,Acetazolamide,High Cholesterol,10,9-Nov-12,44
11511,Acetazolamide,Restless Legs Syndrome,9,31-Oct-10,52
86676,Acetazolamide,Opioid Overdose,10,22-May-14,17
216364,Acetazolamide,Erectile Dysfunction,1,28-Sep-16,26
196468,Acetazolamide,Insomnia,9,9-Jun-13,91
24963,Acetazolamide,High Cholesterol,10,10-Jun-08,65
65374,Acetazolamide,Birth Control,9,10-Dec-17,0
151474,Acetazolamide,Smoking Cessation,10,27-Feb-16,11
53924,Acetazolamide,Prevention of Bladder infection,10,27-Mar-08,116
138373,Acetazolamide,Weight Loss,10,1-Mar-14,32
208008,Acetazolamide,Bowel Preparation,4,9-Feb-14,8
135590,Acetazolamide,ADHD,3,20-Jan-17,27
183799,Acetazolamide,Depression,10,26-May-09,70
161077,Acetazolamide,Depression,10,7-Jul-13,30
52442,Acetazolamide,GERD,10,27-Oct-08,82
150312,Acetic acid / hydrocortisone,Infection Prophylaxis,10,25-Nov-17,0
41569,Acetylcysteine,Perimenopausal Symptoms,8,24-Oct-17,3
62844,Acetylcysteine,Depression,3,4-Feb-09,11
144919,Acidophilus,Birth Control,5,19-Dec-15,8
108431,Acidophilus,Obesity,10,8-Apr-15,30
74917,Acidophilus,Seizures,4,27-Apr-09,61
149731,Aciphex,Birth Control,10,15-Feb-12,1
167688,Aciphex,Emergency Contraception,10,20-Jan-16,19
42897,Aciphex,Birth Control,7,17-Jan-16,3
146692,Aciphex,Benign Prostatic Hyperplasia,8,30-Mar-08,155
225068,Aciphex,Depression,10,19-Apr-16,76
50712,Aciphex,ibromyalgia,7,7-Jul-09,40
184234,Aciphex,Anxiety,9,2-Feb-16,26
182059,Aciphex,Epilepsy,3,19-Feb-17,7
205988,Aciphex,Panic Disorde,8,14-Apr-09,18
226679,Aciphex,Birth Control,3,13-May-15,7
187608,Acitretin,Cold Sores,1,20-May-16,2
186343,Aclidinium,Anxiety,9,28-Sep-11,5
111220,Acnex,Hepatitis C,10,28-Jul-17,10
113740,Acrivastine / pseudoephedrine,Headache,10,28-Mar-14,8
70407,Actemra,Rosacea,6,11-Jun-15,12
123627,Actemra,Birth Control,7,22-May-17,3
65275,Actemra,Birth Control,6,30-Oct-16,5
127894,Actemra,Obesity,10,18-Nov-16,24
16856,Actifed,Multiple Sclerosis,9,23-Mar-13,23
573,Actiq,Birth Control,9,7-Nov-12,9
86226,Actiq,Bowel Preparation,10,4-Oct-15,5
25814,Actiq,Birth Control,10,27-Mar-13,18
101319,Activella,Birth Control,9,1-Jan-17,2
158137,Activella,Bipolar Disorde,10,17-Nov-15,3
139537,Activella,Narcolepsy,2,11-Dec-09,59
221928,Actonel,"Onychomycosis, Toenail",10,6-Jun-17,2
69870,Actonel,Pain,1,13-Oct-09,33
208451,Actonel,Swine Flu,9,6-Oct-09,5
57390,ActoPlus Met,Pain,8,24-Dec-10,17
131307,Actos,Birth Control,3,19-Dec-16,5
151447,Actos,Smoking Cessation,5,18-Jun-16,7
170060,Actos,Bipolar Disorde,10,29-Jul-17,12
164233,Actos,Dry Eye Disease,1,8-Apr-17,14
197644,Actos,Bowel Preparation,7,16-Oct-17,6
133441,Actos,Birth Control,7,3-Jul-10,7
51690,Actos,Sinusitis,10,21-Feb-15,37
191217,Acular LS,Ulcerative Proctitis,9,2-Apr-16,1
150787,Acuvail,Acne,10,23-Jan-13,47
15825,Acyclovir,Birth Control,5,29-Aug-16,6
220297,Acyclovir,ibromyalgia,9,9-May-12,122
63440,Acyclovir,Acne,10,30-Dec-15,9
175766,Acyclovir,Sinusitis,2,26-Jun-16,22
137772,Acyclovir,Rheumatoid Arthritis,3,31-May-15,35
132089,Acyclovir,"Organ Transplant, Rejection Prophylaxis",9,14-Jun-09,14
229553,Acyclovir,Bipolar Disorde,3,28-Jul-15,27
24628,Acyclovir,Bowel Preparation,8,3-Mar-13,11
225341,Acyclovir,Depression,1,28-Aug-15,11
83354,Acyclovir,Generalized Anxiety Disorde,5,5-Mar-09,21
15332,Acyclovir,Birth Control,3,28-Feb-17,7
197453,Acyclovir,Depression,10,22-Feb-10,384
28351,Acyclovir,Anxiety,10,26-Feb-14,24
36222,Acyclovir,Human Papilloma Virus,1,9-Sep-16,5
139601,Acyclovir,Depression,1,16-Apr-11,18
184097,Acyclovir,Anxiety,9,1-Feb-17,55
56527,Acyclovir,High Blood Pressure,10,28-Sep-17,0
92617,Acyclovir,Nausea/Vomiting,10,25-Nov-11,7
96918,Acyclovir,,1,6-Jul-15,5
117580,Acyclovir,Reflex Sympathetic Dystrophy Syndrome,3,21-Nov-14,11
136793,Acyclovir,Osteoarthritis,10,8-Dec-10,33
19032,Acyclovir,Alcohol Withdrawal,10,5-Oct-13,130
180680,Acyclovir,Narcolepsy,9,26-Apr-13,28
216187,Acyclovir,Birth Control,9,28-Apr-15,3
123004,Acyclovir,Endometriosis,9,2-Oct-14,14
231564,Acyclovir,Insomnia,3,4-Jan-16,19
107437,Acyclovir,Birth Control,10,24-Sep-11,1
30378,Acyclovir,Benzodiazepine Withdrawal,8,22-Jul-10,69
126350,Acyclovir,Heart Failure,10,16-Feb-15,28
122685,Acyclovir,"Constipation, Chronic",9,13-Oct-15,48
26929,Acyclovir,Chronic Pain,10,22-Feb-15,41
197227,Acyclovir,Social Anxiety Disorde,10,13-Mar-14,92
24153,Acyclovir,Acne,10,9-Mar-14,36
56297,Acyclovir,Rheumatoid Arthritis,3,17-Oct-15,39
181391,Acyclovir,Anxiety and Stress,6,13-Sep-15,38
192273,Acyclovir,Birth Control,2,18-Dec-15,2
194919,Acyclovir,Epilepsy,7,21-Dec-13,23
71182,Acyclovir,Irritable Bowel Syndrome,1,25-Jul-16,18
105122,Acyclovir,"High Cholesterol, Familial Heterozygous",10,21-Feb-17,37
155012,Acyclovir,Dental Abscess,2,10-Aug-16,16
152978,Aczone,Chlamydia Infection,9,5-Dec-16,7
44500,Aczone,Birth Control,1,22-Jan-10,19
199258,Aczone,Birth Control,1,6-Oct-15,8
207934,Aczone,Bowel Preparation,8,11-Nov-14,21
35817,Aczone,Opiate Dependence,7,23-May-15,26
220057,Aczone,Pain,9,15-Apr-16,44
223949,Aczone,Birth Control,1,6-Dec-16,10
103846,Aczone,Birth Control,10,16-Jan-15,8
117071,Aczone,Osteoarthritis,1,4-Dec-16,21
70163,Aczone,HIV Infection,4,7-Oct-16,10
9539,Aczone,Birth Control,10,20-Apr-16,7
48885,Aczone,Birth Control,4,4-Jan-17,2
139150,Aczone,Weight Loss,8,16-Apr-09,3
221271,Aczone,0</span> users found this comment helpful.,9,18-Mar-11,0
159505,Aczone,Restless Legs Syndrome,4,20-Mar-17,1
84471,Aczone,Birth Control,10,4-Nov-16,3
75569,Aczone,"Diabetes, Type 2",9,21-Feb-09,113
128091,Aczone,Weight Loss,8,13-Jul-16,7
26410,Aczone,Birth Control,1,2-Jun-15,15
41235,Aczone,Pain,9,22-Feb-11,20
94782,Aczone,Bipolar Disorde,1,13-Aug-13,38
107099,Aczone,Birth Control,9,12-Jan-13,2
61443,Aczone,Generalized Anxiety Disorde,2,1-Jun-17,4
154640,Aczone,Bacterial Infection,1,20-Oct-17,10
150052,Aczone,Muscle Spasm,10,24-Sep-08,86
70379,Aczone,Nausea/Vomiting,9,22-Jun-09,6
57592,Aczone,Back Pain,2,9-Sep-16,9
57587,Aczone,Back Pain,8,11-Feb-17,16
201861,Aczone,Otitis Media,10,27-Mar-09,18
214617,Aczone,Underactive Thyroid,10,15-Mar-15,146
143352,Aczone,Birth Control,10,14-Mar-17,18
65729,Aczone,Pe,7,24-Aug-16,11
231867,Aczone,Anxiety,8,11-Jul-12,73
198008,Aczone,High Blood Pressure,10,25-Sep-12,77
131692,Aczone,Generalized Anxiety Disorde,8,25-Jan-17,14
76673,Aczone,Weight Loss,8,16-Mar-17,1
187711,Aczone,Cough,6,21-Jun-11,24
199405,Aczone,Abnormal Uterine Bleeding,3,19-May-15,7
90585,Aczone,Herpes Simplex,10,12-Apr-15,13
169443,Adalat CC,Cough and Nasal Congestion,8,20-Mar-12,2
142502,Adalimumab,Emergency Contraception,10,6-Sep-17,12
85533,Adalimumab,Acne,10,17-Feb-15,13
173976,Adalimumab,Meniere's Disease,10,29-Nov-17,0
124230,Adalimumab,Birth Control,7,9-Feb-16,0
205712,Adalimumab,Anxiety,10,21-Jun-11,8
1273,Adalimumab,Migraine,5,28-Apr-14,8
67714,Adalimumab,Emergency Contraception,10,16-Jan-17,5
55827,Adalimumab,Bipolar Disorde,10,5-Feb-13,79
580,Adalimumab,Birth Control,3,27-Sep-12,13
144834,Adalimumab,Birth Control,1,14-Jan-16,4
100879,Adalimumab,Obesity,10,13-Jun-14,174
57664,Adalimumab,Pain,10,25-Mar-15,48
116050,Adalimumab,Obesity,10,12-Aug-15,36
230113,Adalimumab,HIV Infection,8,8-Jan-12,1
151062,Adalimumab,Chronic Pain,10,22-Jun-17,16
166195,Adalimumab,Emergency Contraception,10,29-Dec-16,6
197190,Adalimumab,Anxiety,5,12-May-14,64
90183,Adalimumab,Cough and Nasal Congestion,10,7-Apr-12,10
135799,Adalimumab,Chronic Pain,9,4-Feb-13,65
214367,Adalimumab,Vaginal Yeast Infection,1,15-Oct-15,7
231258,Adalimumab,Insomnia,9,11-Aug-17,31
129950,Adalimumab,Abnormal Uterine Bleeding,10,20-Mar-15,29
52277,Adalimumab,Weight Loss,10,31-Mar-09,33
99084,Adalimumab,Birth Control,8,12-Mar-14,17
90960,Adalimumab,Back Pain,8,19-Aug-12,16
6492,Adalimumab,Major Depressive Disorde,9,29-Nov-17,1
8349,Adalimumab,Insomnia,10,11-Apr-15,9
29753,Adalimumab,Migraine Prevention,10,8-Dec-09,33
105524,Adalimumab,Endometriosis,10,20-Sep-17,2
132064,Adalimumab,Anxiety,10,29-Oct-08,49
223121,Adalimumab,Postmenopausal Symptoms,7,12-Jan-16,10
222856,Adalimumab,Bipolar Disorde,10,10-Feb-13,58
231694,Adalimumab,Insomnia,9,25-Feb-15,70
101552,Adalimumab,"Melanoma, Metastatic",8,25-Feb-17,16
207935,Adalimumab,Bowel Preparation,10,10-Nov-14,23
12892,Adalimumab,Erectile Dysfunction,8,1-May-16,16
90847,Adalimumab,Chronic Pain,10,4-Aug-13,56
174063,Adalimumab,Muscle Spasm,10,22-Jan-15,83
120304,Adalimumab,Asthma,2,4-Jul-16,12
106394,Adalimumab,Birth Control,8,18-Jul-16,2
13785,Adalimumab,Not Listed / Othe,10,9-Sep-08,2
114795,Adalimumab,Psoriasis,8,1-Apr-09,67
146758,Adalimumab,Anxiety,1,29-Jul-17,9
212746,Adalimumab,Nausea/Vomiting,10,17-Apr-10,27
145622,Adalimumab,Weight Loss,9,31-Dec-15,49
95937,Adalimumab,Obsessive Compulsive Disorde,9,13-Aug-13,88
142533,Adalimumab,Birth Control,8,14-Sep-17,1
54772,Adalimumab,Obesity,1,11-Mar-17,11
160675,Adalimumab,Panic Disorde,10,25-Jan-13,184
178153,Adalimumab,Depression,8,5-Nov-10,13
148373,Adalimumab,"Diabetes, Type 2",9,3-Nov-17,0
228235,Adalimumab,Birth Control,7,12-Jan-10,2
15621,Adalimumab,Birth Control,8,15-Nov-16,4
166692,Adalimumab,Birth Control,3,10-Sep-16,6
89070,Adalimumab,"Asthma, Maintenance",9,24-Apr-10,23
72257,Adalimumab,Pain,9,30-Jun-12,18
160474,Adalimumab,Anxiety,5,2-Jan-16,8
65134,Adalimumab,Bipolar Disorde,9,19-Nov-10,12
98876,Adalimumab,Birth Control,9,11-Jun-13,4
8988,Adalimumab,Erectile Dysfunction,6,19-Jul-09,7
114029,Adalimumab,High Blood Pressure,5,11-Nov-13,92
103842,Adalimumab,Ovarian Cysts,7,20-Jan-15,4
178407,Adalimumab,ibromyalgia,8,26-Jan-09,83
13507,Adalimumab,ADHD,10,21-Jan-15,79
958,Adalimumab,Non-Hodgkin's Lymphoma,9,4-Dec-10,65
165926,Adalimumab,Birth Control,10,2-Mar-17,4
71832,Adalimumab,Restless Legs Syndrome,10,9-Apr-16,14
117413,Adalimumab,"Onychomycosis, Toenail",3,31-Mar-15,21
12816,Adalimumab,Rheumatoid Arthritis,9,26-Mar-08,64
697,Adalimumab,Endometriosis,9,1-Apr-10,8
153980,Adalimumab,Opiate Dependence,10,18-Jan-17,66
88979,Adalimumab,Allergic Rhinitis,10,18-Jan-17,17
180522,Adalimumab,COPD,9,28-Aug-16,21
92778,Adalimumab,Depression,4,28-Sep-17,4
230621,Adalimumab,4</span> users found this comment helpful.,2,4-Feb-10,4
16152,Adalimumab,Birth Control,1,25-Apr-16,8
116171,Adalimumab,Birth Control,4,16-Nov-15,2
87686,Adalimumab,Back Pain,7,26-Apr-11,33
200714,Adalimumab,Smoking Cessation,9,6-Oct-09,7
203158,Adalimumab,Pain,10,23-Apr-12,72
26781,Adalimumab,Endometriosis,1,13-Aug-09,9
110987,Adalimumab,Nausea/Vomiting of Pregnancy,8,3-Jan-16,3
107419,Adalimumab,Birth Control,1,28-Jul-11,5
231224,Adalimumab,Cough,4,28-Feb-11,21
53804,Adalimumab,Pain,10,19-May-13,18
118617,Adalimumab,Constipation,10,23-Aug-13,21
165405,Adalimumab,Birth Control,8,16-Jun-17,7
127255,Adapalene,Not Listed / Othe,7,2-Nov-15,10
178010,Adapalene,Osteoarthritis,5,19-Mar-12,54
32930,Adapalene,Ovarian Cysts,9,5-Mar-16,3
60760,Adapalene,Bowel Preparation,9,15-Aug-16,30
147725,Adapalene,Abnormal Uterine Bleeding,1,11-Nov-17,2
55080,Adapalene,Weight Loss,10,13-May-16,20
213893,Adapalene,Vaginal Yeast Infection,10,18-Nov-16,6
51759,Adapalene,Acne,1,19-Oct-11,8
88918,Adapalene,"Constipation, Acute",10,25-Jul-17,5
205352,Adapalene,Depression,9,11-May-16,34
205319,Adapalene,Depression,10,3-Jan-17,42
213788,Adapalene,Vaginal Yeast Infection,10,18-Jan-17,0
54418,Adapalene,,1,1-Oct-17,0
227845,Adapalene,Birth Control,10,29-Sep-11,0
71703,Adapalene,Depression,10,10-May-17,24
226879,Adapalene,Birth Control,6,15-Dec-14,17
50895,Adapalene,Chlamydia Infection,8,3-Mar-17,4
118729,Adapalene,Birth Control,1,28-Sep-17,0
132551,Adapalene,Insomnia,10,25-Nov-15,36
75967,Adapalene,"Diabetes, Type 2",10,2-May-09,30
136319,Adapalene,Nightmares,8,26-Jan-16,11
90338,Adapalene,Allergic Rhinitis,7,9-Nov-09,3
75738,Adapalene,Insomnia,1,18-Sep-16,13
136470,Adapalene,Crohn's Disease,9,12-May-17,8
4357,Adapalene,Non-Small Cell Lung Cance,9,9-Dec-11,18
157962,Adapalene,Acne,9,18-Nov-09,18
124574,Adapalene,Birth Control,10,18-Feb-15,9
230304,Adapalene,Inflammatory Conditions,9,24-May-16,19
178118,Adapalene,Bipolar Disorde,1,16-Sep-11,20
49606,Adapalene,Birth Control,3,15-Sep-15,8
104273,Adapalene,Birth Control,7,8-Oct-12,11
100915,Adapalene,Obesity,9,13-Feb-10,140
184242,Adapalene,Anxiety,1,22-Jan-16,8
36763,Adapalene,Pain,4,24-Apr-09,65
142989,Adapalene,Birth Control,1,19-Jul-17,7
106044,Adapalene,ADHD,10,24-Nov-11,19
153018,Adapalene,Acne,8,14-May-16,22
159517,Adapalene,Postherpetic Neuralgia,10,31-Jul-13,42
46525,Adapalene,Cold Symptoms,10,30-Jun-15,5
170387,Adapalene,Obsessive Compulsive Disorde,8,23-Jan-16,10
58604,Adapalene,Depression,10,19-Jun-15,185
21103,Adapalene,Schizophrenia,10,15-Dec-15,22
46706,Adapalene,Acne,7,26-Nov-17,0
84419,Adapalene,Acne,6,29-Nov-16,4
227830,Adapalene,Birth Control,10,11-Oct-11,0
11252,Adapalene,Birth Control,9,19-Jul-11,13
175495,Adapalene,Motion Sickness,10,7-Dec-09,13
109765,Adapalene,Birth Control,1,22-Jul-16,13
119172,Adapalene,8</span> users found this comment helpful.,7,11-Mar-08,8
140390,Adapalene,"Conjunctivitis, Allergic",9,1-Aug-12,6
218169,Adapalene,Skin or Soft Tissue Infection,5,24-Sep-16,8
167969,Adapalene,Birth Control,1,29-Apr-09,5
144427,Adapalene,Birth Control,5,21-Apr-16,0
985,Adapalene,Interstitial Cystitis,9,5-May-16,36
43250,Adapalene,Chronic Pain,10,19-May-14,93
216755,Adapalene,High Cholesterol,6,3-Mar-16,75
38016,Adapalene,Obesity,10,25-Oct-16,29
172473,Adapalene,Anxiety,9,16-May-16,18
206257,Adapalene,Ulcerative Colitis,9,3-Jun-16,4
114358,Adapalene,Atopic Dermatitis,9,9-Jul-16,13
50293,Adapalene,Diabetic Peripheral Neuropathy,10,15-Apr-14,42
191132,Adapalene,Alcohol Dependence,7,19-Sep-10,48
229919,Adapalene / benzoyl peroxide,Insomnia,10,14-Apr-10,61
58861,Adapalene / benzoyl peroxide,Cough and Nasal Congestion,10,17-Jul-12,12
168668,Adapalene / benzoyl peroxide,Major Depressive Disorde,9,24-May-16,27
88705,Adapalene / benzoyl peroxide,Rhinitis,1,20-Feb-16,28
90261,Adapalene / benzoyl peroxide,Pain,10,13-Mar-11,6
97010,Adapalene / benzoyl peroxide,Insomnia,9,11-Feb-15,45
97194,Adapalene / benzoyl peroxide,Insomnia,4,20-Oct-10,7
223233,Adapalene / benzoyl peroxide,Postmenopausal Symptoms,10,11-Dec-09,20
75239,Adapalene / benzoyl peroxide,Restless Legs Syndrome,6,9-Dec-08,25
106107,Adapalene / benzoyl peroxide,ADHD,7,14-Apr-09,13
638,Adapalene / benzoyl peroxide,Abnormal Uterine Bleeding,5,1-Jul-09,47
173764,Adapalene / benzoyl peroxide,Eczema,10,11-Jul-12,53
81385,Adapalene / benzoyl peroxide,Acne,9,26-Sep-12,30
43189,Adapalene / benzoyl peroxide,Birth Control,10,25-Jul-11,10
199018,Adapalene / benzoyl peroxide,Abnormal Uterine Bleeding,3,29-Mar-16,8
149620,Adapalene / benzoyl peroxide,Birth Control,10,6-Dec-12,5
3782,Adapalene / benzoyl peroxide,Headache,10,1-Jan-13,41
89127,Adapalene / benzoyl peroxide,"Asthma, Maintenance",10,25-Mar-09,86
116117,Adapalene / benzoyl peroxide,Emergency Contraception,6,1-Nov-16,9
16437,Adapalene / benzoyl peroxide,Birth Control,1,20-Jan-16,6
126940,Adapalene / benzoyl peroxide,Migraine,10,6-Mar-17,1
11544,Adapalene / benzoyl peroxide,Restless Legs Syndrome,10,16-Jan-15,24
89157,Adapalene / benzoyl peroxide,Anxiety and Stress,2,22-Mar-17,26
133265,Adapalene / benzoyl peroxide,Birth Control,10,18-Sep-12,6
71516,Adapalene / benzoyl peroxide,Herbal Supplementation,10,3-May-16,4
40814,Adapalene / benzoyl peroxide,Endometriosis,1,9-Feb-16,1
4603,Adapalene / benzoyl peroxide,Obesity,1,1-Oct-15,17
162928,Adapalene / benzoyl peroxide,Otitis Media,6,29-Jan-10,10
24173,Adapalene / benzoyl peroxide,Acne,10,20-Sep-15,42
70880,Adapalene / benzoyl peroxide,Constipation,10,14-Mar-16,27
155067,Adapalene / benzoyl peroxide,Bacterial Infection,8,12-Jul-16,4
23131,Adapalene / benzoyl peroxide,Pain,5,31-Jul-16,23
62620,Adapalene / benzoyl peroxide,Depression,8,6-Aug-10,21
179074,Adapalene / benzoyl peroxide,Schizophrenia,5,23-Nov-17,1
162811,Adapalene / benzoyl peroxide,Sinusitis,8,2-Nov-15,12
23464,Adapalene / benzoyl peroxide,Pain,10,22-May-10,20
61057,Adapalene / benzoyl peroxide,Anesthesia,10,3-Apr-17,0
31986,Adapalene / benzoyl peroxide,Vaginal Yeast Infection,7,5-Jun-15,8
19450,Adapalene / benzoyl peroxide,Postherpetic Neuralgia,9,23-Jul-15,24
84308,Adapalene / benzoyl peroxide,Birth Control,9,9-Jan-17,8
12040,Adapalene / benzoyl peroxide,Muscle Spasm,9,25-Jul-08,37
178022,Adapalene / benzoyl peroxide,Depression,1,26-Feb-12,16
184306,Adapalene / benzoyl peroxide,Sedation,9,17-Aug-14,54
168790,Adapalene / benzoyl peroxide,Major Depressive Disorde,8,3-Jan-15,57
96236,Adapalene / benzoyl peroxide,Panic Disorde,10,8-Apr-12,63
143947,Adapalene / benzoyl peroxide,Birth Control,9,2-Aug-16,6
99793,Adapalene / benzoyl peroxide,Bowel Preparation,8,22-Aug-16,14
195351,Adapalene / benzoyl peroxide,Multiple Sclerosis,8,16-Jun-15,25
14692,Adapalene / benzoyl peroxide,Multiple Sclerosis,10,10-Aug-16,45
50072,Adapalene / benzoyl peroxide,Restless Legs Syndrome,5,29-Aug-15,28
45053,Adapalene / benzoyl peroxide,Anxiety and Stress,6,29-Dec-16,40
140437,Adapalene / benzoyl peroxide,Generalized Anxiety Disorde,1,17-Jun-17,11
185551,Adapalene / benzoyl peroxide,Obesity,9,31-Jan-17,51
86494,Adapalene / benzoyl peroxide,Bowel Preparation,6,17-Apr-14,7
31489,Adapalene / benzoyl peroxide,Vaginal Yeast Infection,3,27-May-16,1
199218,Adapalene / benzoyl peroxide,Abnormal Uterine Bleeding,5,15-Oct-15,8
134127,Adapalene / benzoyl peroxide,Pharyngitis,9,26-Dec-16,6
21397,Adapalene / benzoyl peroxide,Acne,1,4-Jan-17,8
163821,Adapalene / benzoyl peroxide,Insomnia,9,2-Sep-09,48
45625,Adapalene / benzoyl peroxide,Depression,8,14-May-13,210
66684,Adapalene / benzoyl peroxide,Bipolar Disorde,6,15-Mar-16,11
203655,Adapalene / benzoyl peroxide,"Burns, External",10,17-Apr-08,6
227628,Adapalene / benzoyl peroxide,Birth Control,6,1-May-12,0
42886,Adapalene / benzoyl peroxide,1</span> users found this comment helpful.,2,7-Mar-16,1
77200,Adapalene / benzoyl peroxide,Weight Loss,9,20-May-14,80
6141,Adapalene / benzoyl peroxide,Birth Control,7,3-Sep-15,2
51880,Adapalene / benzoyl peroxide,Psoriasis,9,9-Feb-16,17
110625,Adapalene / benzoyl peroxide,Birth Control,4,12-Dec-15,1
144944,Adapalene / benzoyl peroxide,Birth Control,2,27-Dec-15,0
175274,Adapalene / benzoyl peroxide,ibromyalgia,10,20-Apr-11,69
58180,Adapalene / benzoyl peroxide,Pain,8,6-Jun-09,8
176844,Adapalene / benzoyl peroxide,"Crohn's Disease, Maintenance",1,18-Feb-17,7
54668,Adapalene / benzoyl peroxide,Weight Loss,7,27-Apr-17,3
85952,Adapalene / benzoyl peroxide,Birth Control,9,29-May-13,36
174453,Adapalene / benzoyl peroxide,"COPD, Maintenance",2,4-Jan-14,141
220060,Adapalene / benzoyl peroxide,Migraine Prevention,10,13-Apr-16,57
180203,Adapalene / benzoyl peroxide,Nausea/Vomiting of Pregnancy,2,23-Sep-15,8
63087,Adapalene / benzoyl peroxide,Menorrhagia,9,12-Dec-12,40
64386,Adapalene / benzoyl peroxide,Depression,10,6-Sep-16,302
60295,Adapalene / benzoyl peroxide,Birth Control,10,22-Sep-11,0
188787,Adapalene / benzoyl peroxide,Hypertriglyceridemia,9,8-Feb-16,21
50931,Adapalene / benzoyl peroxide,Tonsillitis/Pharyngitis,1,16-Oct-17,4
143265,Adapalene / benzoyl peroxide,Birth Control,4,3-Apr-17,4
73182,Adapalene / benzoyl peroxide,Birth Control,3,29-Oct-14,32
191411,Adapalene / benzoyl peroxide,ADHD,7,8-Mar-16,13
11103,Adapalene / benzoyl peroxide,Premenstrual Dysphoric Disorde,5,24-Jun-16,0
84217,Adapalene / benzoyl peroxide,Acne,3,26-Feb-17,2
