State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
DC,2015,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",25,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,26
DC,2015,July,12 month-ending,Number of Deaths,"5,668",100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),21,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,22
DC,2015,July,12 month-ending,Methadone (T40.3),,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,July,12 month-ending,Percent with drugs specified,100,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",17,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,18
DC,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",80,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,82
DC,2015,July,12 month-ending,Number of Drug Overdose Deaths,114,100,0.14114326,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,117
DC,2015,June,12 month-ending,Cocaine (T40.5),39,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,42
DC,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),20,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,21
DC,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,June,12 month-ending,Number of Deaths,"5,678",100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,June,12 month-ending,Number of Drug Overdose Deaths,119,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,122
DC,2015,June,12 month-ending,Methadone (T40.3),,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,40
DC,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",19,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,20
DC,2015,June,12 month-ending,Heroin (T40.1),53,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,55
DC,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",83,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,85
DC,2015,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",23,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,24
DC,2015,June,12 month-ending,Percent with drugs specified,100,100,0.140894681,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),22,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,23
DC,2015,March,12 month-ending,Heroin (T40.1),49,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,50
DC,2015,March,12 month-ending,Methadone (T40.3),,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",20,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,21
DC,2015,March,12 month-ending,Cocaine (T40.5),42,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,45
DC,2015,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",40,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,41
DC,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,March,12 month-ending,Number of Drug Overdose Deaths,115,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,117
DC,2015,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",26,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,27
DC,2015,March,12 month-ending,Number of Deaths,"5,704",100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,March,12 month-ending,Percent with drugs specified,100,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",80,100,0.105189341,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,82
DC,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",23,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,24
DC,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),18,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,19
DC,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,May,12 month-ending,Cocaine (T40.5),43,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,46
DC,2015,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",41,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,43
DC,2015,May,12 month-ending,Heroin (T40.1),53,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,55
DC,2015,May,12 month-ending,Methadone (T40.3),,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,May,12 month-ending,Number of Drug Overdose Deaths,118,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,121
DC,2015,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",22,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,23
DC,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",83,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,85
DC,2015,May,12 month-ending,Percent with drugs specified,100,100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,May,12 month-ending,Number of Deaths,"5,706",100,0.140203295,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",102,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,105
DC,2015,November,12 month-ending,Methadone (T40.3),,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,November,12 month-ending,Number of Drug Overdose Deaths,135,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,138
DC,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),16,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,17
DC,2015,November,12 month-ending,Number of Deaths,"5,754",100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,46
DC,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",24,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,25
DC,2015,November,12 month-ending,Heroin (T40.1),77,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,79
DC,2015,November,12 month-ending,Cocaine (T40.5),32,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,34
DC,2015,November,12 month-ending,Percent with drugs specified,100,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",22,100,0.139033716,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,23
DC,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,October,12 month-ending,Number of Deaths,"5,719",100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",95,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,98
DC,2015,October,12 month-ending,Percent with drugs specified,100,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,25
DC,2015,October,12 month-ending,Number of Drug Overdose Deaths,126,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,129
DC,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",18,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,19
DC,2015,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",41,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,43
DC,2015,October,12 month-ending,Methadone (T40.3),,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,October,12 month-ending,Cocaine (T40.5),31,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,33
DC,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),18,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,19
DC,2015,October,12 month-ending,Heroin (T40.1),69,100,0.15737017,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,71
DC,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),19,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,20
DC,2015,September,12 month-ending,Heroin (T40.1),64,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,66
DC,2015,September,12 month-ending,Number of Drug Overdose Deaths,122,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,125
DC,2015,September,12 month-ending,Percent with drugs specified,100,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",92,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,95
DC,2015,September,12 month-ending,Cocaine (T40.5),29,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,31
DC,2015,September,12 month-ending,Number of Deaths,"5,683",100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2015,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",25,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,26
DC,2015,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",42,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,44
DC,2015,September,12 month-ending,Methadone (T40.3),,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",20,100,0.14077072,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,21
DC,2016,April,12 month-ending,Cocaine (T40.5),46,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,49
DC,2016,April,12 month-ending,Number of Deaths,"5,662",100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,51
DC,2016,April,12 month-ending,Methadone (T40.3),14,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,15
DC,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),28,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,29
DC,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,April,12 month-ending,Heroin (T40.1),95,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,96
DC,2016,April,12 month-ending,Number of Drug Overdose Deaths,174,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,176
DC,2016,April,12 month-ending,Percent with drugs specified,99.42528736,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,82
DC,2016,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",37,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,38
DC,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",135,100,0.070646415,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,137
DC,2016,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",124,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,126
DC,2016,August,12 month-ending,Cocaine (T40.5),76,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,81
DC,2016,August,12 month-ending,Methadone (T40.3),15,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,16
DC,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",96,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,98
DC,2016,August,12 month-ending,Number of Drug Overdose Deaths,239,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,242
DC,2016,August,12 month-ending,Number of Deaths,"5,789",100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),38,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,39
DC,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",181,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,184
DC,2016,August,12 month-ending,Percent with drugs specified,99.16317992,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",46,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,47
DC,2016,August,12 month-ending,Heroin (T40.1),121,100,0.069096562,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,123
DC,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",230,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,231
DC,2016,December,12 month-ending,Number of Drug Overdose Deaths,300,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,301
DC,2016,December,12 month-ending,Methadone (T40.3),21,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,22
DC,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),42,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,43
DC,2016,December,12 month-ending,Percent with drugs specified,99.33333333,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,December,12 month-ending,Cocaine (T40.5),99,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,105
DC,2016,December,12 month-ending,Number of Deaths,"6,055",100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,December,12 month-ending,Heroin (T40.1),146,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,147
DC,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",147,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,148
DC,2016,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",178,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,179
DC,2016,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",57,100,0,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,58
DC,2016,February,12 month-ending,Number of Drug Overdose Deaths,146,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,149
DC,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),22,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,23
DC,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",31,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,32
DC,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",113,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,115
DC,2016,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",55,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,57
DC,2016,February,12 month-ending,Percent with drugs specified,100,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,February,12 month-ending,Methadone (T40.3),11,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,12
DC,2016,February,12 month-ending,Cocaine (T40.5),39,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,42
DC,2016,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",30,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,31
DC,2016,February,12 month-ending,Heroin (T40.1),83,100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,85
DC,2016,February,12 month-ending,Number of Deaths,"5,610",100,0.106951872,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,January,12 month-ending,Heroin (T40.1),84,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,86
DC,2016,January,12 month-ending,Number of Drug Overdose Deaths,146,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,149
DC,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),22,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,23
DC,2016,January,12 month-ending,Percent with drugs specified,100,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,January,12 month-ending,Number of Deaths,"5,616",100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,January,12 month-ending,Methadone (T40.3),,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,10
DC,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",55,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,57
DC,2016,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",29,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,30
DC,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",32,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,33
DC,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",115,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,117
DC,2016,January,12 month-ending,Cocaine (T40.5),38,100,0.106837607,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,41
DC,2016,July,12 month-ending,Number of Drug Overdose Deaths,219,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,222
DC,2016,July,12 month-ending,Percent with drugs specified,99.08675799,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",86,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,88
DC,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),34,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,35
DC,2016,July,12 month-ending,Cocaine (T40.5),67,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,71
DC,2016,July,12 month-ending,Methadone (T40.3),16,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,17
DC,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",114,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,116
DC,2016,July,12 month-ending,Number of Deaths,"5,770",100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",170,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,172
DC,2016,July,12 month-ending,Heroin (T40.1),117,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,119
DC,2016,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44,100,0.06932409,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,45
DC,2016,June,12 month-ending,Number of Drug Overdose Deaths,208,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,211
DC,2016,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",105,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,107
DC,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",76,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,78
DC,2016,June,12 month-ending,Number of Deaths,"5,731",100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,June,12 month-ending,Methadone (T40.3),15,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,16
DC,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,43
DC,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",163,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,165
DC,2016,June,12 month-ending,Percent with drugs specified,99.03846154,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),32,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,33
DC,2016,June,12 month-ending,Cocaine (T40.5),60,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,64
DC,2016,June,12 month-ending,Heroin (T40.1),113,100,0.069795847,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,115
DC,2016,March,12 month-ending,Methadone (T40.3),11,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,12
DC,2016,March,12 month-ending,Cocaine (T40.5),42,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,45
DC,2016,March,12 month-ending,Number of Drug Overdose Deaths,161,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,164
DC,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),25,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,26
DC,2016,March,12 month-ending,Number of Deaths,"5,620",100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
DC,2016,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",33,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,34
DC,2016,March,12 month-ending,Heroin (T40.1),89,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,91
DC,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DC,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",124,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,127
DC,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,40
DC,2016,March,12 month-ending,Percent with drugs specified,100,100,0.106761566,District of Columbia,Numbers may differ from published reports using final data. See Technical Notes.,**,
